TradeTime,InstrumentID,Price,Volume,BidApplSeqNum,OfferApplSeqNum
09:31:14.510,600029,6.79,617,520738,484325
09:31:14.510,600029,6.79,400,520738,484326
09:31:14.510,600029,6.79,1000,520738,484785
09:31:14.510,600029,6.79,800,520738,489992
09:31:14.510,600029,6.79,200,520738,490144
09:31:14.510,600029,6.79,300,520738,490164
09:31:14.510,600029,6.79,100,520738,490219
09:31:14.510,600029,6.79,100,520738,490239
09:31:14.510,600029,6.79,200,520738,490383
09:31:14.510,600029,6.79,400,520738,490393
09:31:14.510,600029,6.79,200,520738,490404
09:31:14.510,600029,6.79,100,520738,490465
09:31:14.510,600029,6.79,600,520738,490764
09:31:14.510,600029,6.79,800,520738,490776
09:31:14.510,600029,6.79,800,520738,490831
09:31:14.510,600029,6.79,100,520738,491653
09:31:14.510,600029,6.79,800,520738,492629
09:31:14.510,600029,6.79,100,520738,492635
09:31:14.510,600029,6.79,800,520738,493477
09:31:14.510,600029,6.79,400,520738,496575
09:31:14.510,600029,6.79,100,520738,499181
09:31:14.510,600029,6.79,200,520738,499245
09:31:14.510,600029,6.79,800,520738,499267
09:31:14.510,600029,6.79,83,520738,499301
09:31:15.670,600029,6.79,200,524494,499301
09:31:15.790,600029,6.79,800,524884,499301
09:31:17.900,600029,6.79,100,528713,499301
09:31:18.240,600029,6.78,100,458788,529932
09:31:18.600,600029,6.78,100,458788,531028
09:31:18.880,600029,6.78,100,458788,531678
09:31:18.880,600029,6.79,2200,531709,499301
09:31:19.410,600029,6.78,100,458788,532675
09:31:19.410,600029,6.78,100,458788,532676
09:31:19.410,600029,6.78,100,458788,532677
09:31:19.410,600029,6.78,100,458788,532680
09:31:21.010,600029,6.79,1100,536434,499301
09:31:21.580,600029,6.79,500,538122,499301
09:31:22.040,600029,6.78,200,458788,539213
09:31:22.710,600029,6.79,400,540286,499301
09:31:23.840,600029,6.78,300,458788,542617
09:31:23.870,600029,6.78,600,458788,542725
09:31:26.810,600029,6.78,1000,458788,549407
09:31:26.980,600029,6.79,100,549938,499301
09:31:26.980,600029,6.79,100,549939,499301
09:31:27.240,600029,6.79,1200,550760,499301
09:31:27.240,600029,6.79,600,550875,499301
09:31:29.620,600029,6.78,3000,458788,555652
09:31:29.880,600029,6.79,17,556412,499301
09:31:29.880,600029,6.79,83,556412,510348
09:31:29.880,600029,6.78,1100,458788,556472
09:31:29.920,600029,6.79,100,556616,510348
09:31:30.090,600029,6.79,200,556866,510348
09:31:30.390,600029,6.79,100,558068,510348
09:31:31.540,600029,6.79,317,560416,510348
09:31:31.540,600029,6.79,300,560416,510431
09:31:31.540,600029,6.79,300,560416,510478
09:31:31.540,600029,6.79,183,560416,510479
09:31:32.850,600029,6.78,1200,458788,563138
09:31:35.550,600029,6.78,900,458788,568462
09:31:37.110,600029,6.79,317,572491,510479
09:31:37.110,600029,6.79,1100,572491,510535
09:31:37.110,600029,6.79,100,572491,510613
09:31:37.110,600029,6.79,1100,572491,514796
09:31:37.110,600029,6.79,183,572491,524375
09:31:38.250,600029,6.78,100,458788,574079
09:31:39.540,600029,6.78,1000,458788,577374
09:31:39.540,600029,6.78,4500,465012,577374
09:31:39.540,600029,6.78,1200,468344,577374
09:31:39.540,600029,6.78,1300,470143,577374
09:31:39.540,600029,6.78,1000,480578,577374
09:31:39.540,600029,6.78,1000,502545,577374
09:31:39.540,600029,6.78,700,510987,577374
09:31:39.540,600029,6.78,600,514637,577374
09:31:39.540,600029,6.78,1200,519497,577374
09:31:39.540,600029,6.78,2000,523069,577374
09:31:39.540,600029,6.78,200,530597,577374
09:31:39.540,600029,6.78,2700,539566,577374
09:31:39.540,600029,6.78,3900,546803,577374
09:31:39.540,600029,6.78,11900,548174,577374
09:31:39.540,600029,6.78,4100,566401,577374
09:31:39.540,600029,6.78,200,577199,577374
09:31:39.640,600029,6.78,100,577615,577374
09:31:39.900,600029,6.78,1400,577995,577374
09:31:39.900,600029,6.78,1300,577995,577453
09:31:41.590,600029,6.78,800,580944,577453
09:31:41.940,600029,6.78,200,581986,577453
09:31:41.970,600029,6.78,400,582049,577453
09:31:41.970,600029,6.78,200,582050,577453
09:31:42.090,600029,6.78,400,582252,577453
09:31:42.760,600029,6.78,300,584125,577453
09:31:43.680,600029,6.77,100,103846,585436
09:31:43.680,600029,6.77,300,334606,585436
09:31:44.540,600029,6.78,300,586889,577453
09:31:44.630,600029,6.77,200,334606,587296
09:31:45.580,600029,6.78,100,589674,577453
09:31:45.670,600029,6.77,100,334606,590069
09:31:48.110,600029,6.78,800,595133,577453
09:31:48.180,600029,6.77,100,334606,595322
09:31:48.360,600029,6.78,1400,595816,577453
09:31:49.110,600029,6.77,1000,334606,597076
09:31:49.510,600029,6.78,3200,597658,577453
09:31:49.510,600029,6.78,100,597658,578963
09:31:49.510,600029,6.78,100,597658,579003
09:31:49.510,600029,6.78,3700,597658,580978
09:31:49.510,600029,6.78,600,597658,581081
09:31:49.510,600029,6.78,900,597658,581143
09:31:49.510,600029,6.78,500,597658,584460
09:31:49.510,600029,6.78,14900,597658,585230
09:31:50.550,600029,6.78,100,599526,585230
09:31:50.610,600029,6.78,100,599828,585230
09:31:51.510,600029,6.77,1000,334606,602176
09:31:51.760,600029,6.78,2000,602547,585230
09:31:58.870,600029,6.78,600,615644,585230
09:31:58.930,600029,6.78,400,615684,585230
09:31:59.910,600029,6.77,300,334606,617825
09:32:01.190,600029,6.77,2000,334606,620525
09:32:01.190,600029,6.77,600,345357,620525
09:32:01.250,600029,6.77,3100,345357,620603
09:32:02.010,600029,6.78,700,621660,585230
09:32:02.600,600029,6.78,600,622980,585230
09:32:03.290,600029,6.77,200,345357,625408
09:32:04.940,600029,6.78,300,627954,585230
09:32:05.030,600029,6.78,700,628100,585230
09:32:07.180,600029,6.78,800,633051,585230
09:32:11.190,600029,6.77,100,345357,640401
09:32:11.190,600029,6.77,1800,345357,640441
09:32:11.400,600029,6.77,300,345357,640865
09:32:11.460,600029,6.77,100,345357,641081
09:32:11.460,600029,6.78,2100,641094,585230
09:32:22.060,600029,6.78,1500,662923,585230
09:32:23.470,600029,6.78,300,665077,585230
09:32:26.560,600029,6.78,7000,670993,585230
09:32:26.560,600029,6.78,200,670993,599943
09:32:26.560,600029,6.78,7600,670993,599968
09:32:26.560,600029,6.78,6000,670993,600385
09:32:26.560,600029,6.78,100,670993,606904
09:32:26.560,600029,6.78,100,670993,609631
09:32:26.560,600029,6.78,300,670993,626054
09:32:26.560,600029,6.78,500,670993,627800
09:32:26.560,600029,6.78,100,670993,629687
09:32:26.560,600029,6.78,200,670993,634474
09:32:26.560,600029,6.78,1300,670993,634486
09:32:26.560,600029,6.78,400,670993,634552
09:32:26.560,600029,6.78,3900,670993,634787
09:32:26.560,600029,6.78,500,670993,638610
09:32:26.560,600029,6.78,2800,670993,640869
09:32:26.560,600029,6.78,2200,670993,640914
09:32:26.560,600029,6.78,900,670993,644808
09:32:26.560,600029,6.78,1200,670993,663325
09:32:27.590,600029,6.77,2000,345357,673775
09:32:29.440,600029,6.79,500,676655,524375
09:32:29.600,600029,6.79,117,677192,524375
09:32:29.600,600029,6.79,383,677192,524378
09:32:32.270,600029,6.78,1100,679930,682095
09:32:32.510,600029,6.79,17,682745,524378
09:32:32.510,600029,6.79,83,682745,524531
09:32:35.360,600029,6.78,200,679930,687994
09:32:35.360,600029,6.78,2000,679930,688058
09:32:35.390,600029,6.79,517,688075,524531
09:32:35.390,600029,6.79,683,688075,524598
09:32:35.390,600029,6.78,100,679930,688088
09:32:38.190,600029,6.78,100,679930,693450
09:32:38.310,600029,6.78,700,679930,693782
09:32:38.700,600029,6.79,317,694819,524598
09:32:38.700,600029,6.79,700,694819,524632
09:32:38.700,600029,6.79,300,694819,524694
09:32:38.700,600029,6.79,600,694819,524711
09:32:38.700,600029,6.79,883,694819,536157
09:32:41.390,600029,6.79,1817,699589,536157
09:32:41.390,600029,6.79,300,699589,556385
09:32:41.390,600029,6.79,3900,699589,556574
09:32:41.390,600029,6.79,183,699589,566989
09:32:41.460,600029,6.79,200,699773,566989
09:32:41.520,600029,6.79,400,699921,566989
09:32:41.520,600029,6.79,200,699922,566989
09:32:41.550,600029,6.79,200,699962,566989
09:32:44.150,600029,6.78,1000,679930,704638
09:32:47.480,600029,6.78,100,679930,711078
09:32:49.510,600029,6.78,1800,679930,715823
09:32:49.510,600029,6.78,200,680885,715823
09:32:49.510,600029,6.78,700,695841,715823
09:32:49.510,600029,6.78,200,699467,715823
09:32:50.590,600029,6.78,1000,699467,717897
09:32:50.720,600029,6.78,300,699467,718313
09:32:50.720,600029,6.78,500,699590,718313
09:32:50.720,600029,6.78,800,699590,718323
09:32:50.750,600029,6.78,600,699590,718329
09:32:50.750,600029,6.78,200,701441,718329
09:32:50.810,600029,6.78,500,701441,718487
09:32:50.810,600029,6.78,300,701912,718487
09:32:52.930,600029,6.78,900,701912,722088
09:32:52.930,600029,6.78,100,705387,722088
09:32:52.930,600029,6.78,700,707190,722088
09:32:52.930,600029,6.78,700,709856,722088
09:32:52.930,600029,6.78,3700,711722,722088
09:32:52.930,600029,6.78,200,714975,722088
09:32:52.930,600029,6.78,1100,717179,722088
09:32:52.930,600029,6.77,300,345357,722088
09:32:52.930,600029,6.77,800,588160,722088
09:32:52.930,600029,6.77,100,591890,722088
09:32:52.930,600029,6.77,1200,596501,722088
